SalesTA_ID,company,ERP_Name,EntityID,region,FP_RegionID,global_region,FP_glb_regionID,global_reporting_region,glb_reporting_regionID,ShipTo_zip,ShipTo_zip_main_part,st_country,Country_ST_GeoID_Original,bt_country,Country_BT_GeoID,customer_no,customer_name,st_customer_name,st_customer_no,ShipToAddressID,invoice_line_no,line_item_no,LineItemID,item_no,ItemID,product,FP_ProductID,product_GBU,FP_Product_GBU_ID,product_main_grp,FP_Product_MainGroup_ID,USH_ProductID,USH_Product,invoice_type,invoice_no,OrderNo,transaction_date,TA_Date,yr,ym,ymd,Quantity,Unit,FP_qty,amnt,GM,cost,CurrencyCode,amnt_local,GM_local,zero_amnt,commission_ConfigID,commission_type,sales_district_id,sales_district,sales_territory_id,sales_territory,sales_region_id,sales_region,SalesRep,SalesRep_ContactID,assigned_TM_contact_id,assigned_TM,assigned_RSD_contact_id,assigned_RSD,creation_datetime,st_city,st_state,assigned_TM_contact_id_old,assigned_RSD_contact_id_old,sales_district_id_old,assigned_TM_old,assigned_RSD_old,sales_district_old,USS_NPIs_per_account,USS_NPIs_tercile,USS_consumables_segment,USS_capital_segment,USS_TTM_yearly_visits,USS_segmentation_id,plant_code,sales_office,BillTo_zip,OrderDate,ShippingDate,DueDate,line_item_no_root,CustomerId_SoldTo,CustomerName_SoldTo,UoMCode,SalesOrderLineNo,assigned_PODManager_contact_id,assigned_PODManager,customer_profile,first_transaction_date,account_age_months,industry,csat_score,last_transaction_date,sales_inactivity_days,churn_flag
294860,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,44691,44691.0,USA,236,USA,236,1018992,Wooster Community Hospital,Wooster Community HospitalAttn: Accounts Payable,1018992,50886,10,MPQ-2.5 US,35173,MPQ-2.5 US,35173,Incontinence MPQ,19293,Uro,652.0,Uro Disposables,656.0,9901.0,1-MPQ,Invoice,90584920,518580,2025-12-25,2025-12-25,2025,202512,2025-12-01,2.0,0,2.0,1698.0,1434.86,263.14,USD,1698.0,1434.86,No,1011.0,Commissionable sales (Uro),,,,Great Lakes TTM (7),,Great Lakes,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Wooster,OH,,,,,,,,,,,,,1717, ,44691,2024-04-10,,,MPQ-2.5 US,1018992,Wooster Community Hospital Attn: Accounts Payable,EA,518580000010.0,,,active,2024-12-13,16,Healthcare - Hospital,6.3,2025-12-25,122,Red
1015221,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,44691,44691.0,USA,236,USA,236,1018992,Wooster Community Hospital,Wooster Community HospitalAttn: Accounts Payable,1018992,50886,999,SAP_FREIGHT,54882,SAP_FREIGHT,54882,Freight UR,101501,Uro,652.0,Uro Other,657.0,,,Invoice,90584920,518580,2025-08-26,2025-08-26,2025,202508,2025-08-01,1.0,0,0.0,15.3,15.3,0.0,USD,15.3,15.3,No,1013.0,Non-commissionable product sales,,,,Great Lakes TTM (7),,Great Lakes,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Wooster,OH,,,,,,,,,,,,,1717, ,44691,2024-04-10,,,SAP_FREIGHT,1018992,Wooster Community Hospital Attn: Accounts Payable,,518580000000.0,,,active,2024-12-13,16,Healthcare - Hospital,7.8,2025-12-25,122,Red
295375,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,44691,44691.0,USA,236,USA,236,1018992,Wooster Community Hospital,Wooster Community HospitalAttn: Accounts Payable,1018992,50886,10,MPQ-2.5 US,35173,MPQ-2.5 US,35173,Incontinence MPQ,19293,Uro,652.0,Uro Disposables,656.0,9901.0,1-MPQ,Invoice,90580519,514098,2025-11-07,2025-11-07,2025,202511,2025-11-01,1.0,0,1.0,849.0,717.43,131.57,USD,849.0,717.43,No,1011.0,Commissionable sales (Uro),,,,Great Lakes TTM (7),,Great Lakes,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Wooster,OH,,,,,,,,,,,,,1717, ,44691,2024-04-01,,,MPQ-2.5 US,1018992,Wooster Community Hospital Attn: Accounts Payable,EA,514098000010.0,,,active,2024-12-13,16,Healthcare - Hospital,6.9,2025-12-25,122,Red
1013530,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,44691,44691.0,USA,236,USA,236,1018992,Wooster Community Hospital,Wooster Community HospitalAttn: Accounts Payable,1018992,50886,999,SAP_FREIGHT,54882,SAP_FREIGHT,54882,Freight UR,101501,Uro,652.0,Uro Other,657.0,,,Invoice,90580519,514098,2025-11-09,2025-11-09,2025,202511,2025-11-01,1.0,0,0.0,17.28,17.28,0.0,USD,17.28,17.28,No,1013.0,Non-commissionable product sales,,,,Great Lakes TTM (7),,Great Lakes,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Wooster,OH,,,,,,,,,,,,,1717, ,44691,2024-04-01,,,SAP_FREIGHT,1018992,Wooster Community Hospital Attn: Accounts Payable,,514098000000.0,,,active,2024-12-13,16,Healthcare - Hospital,6.3,2025-12-25,122,Red
1016491,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,82001,82001.0,USA,236,USA,236,1019117,Cheyenne Regional Medical Center,Cheyenne Regional Medical CenterAttn: Receiving PO-043593,1019117,9000284857,999,SAP_FREIGHT,54882,SAP_FREIGHT,54882,Freight UR,101501,Uro,652.0,Uro Other,657.0,,,Invoice,90588255,521559,2024-11-22,2024-11-22,2024,202411,2024-11-01,1.0,0,0.0,25.0,25.0,0.0,USD,25.0,25.0,No,1013.0,Non-commissionable product sales,,,,,,West,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Cheyenne,WY,,,,,,,,,,,,,1717, ,82001,2024-04-16,,,SAP_FREIGHT,1019117,Cheyenne Regional Medical Center Attn: Accounts Payable,,521559000000.0,,,churned,2024-11-22,17,Healthcare - Hospital,3.8,2025-03-07,415,Red
338850,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,82001,82001.0,USA,236,USA,236,1019117,Cheyenne Regional Medical Center,Cheyenne Regional Medical CenterAttn: Receiving PO-043593,1019117,9000284857,12,96313,100151,OPTBDL7003B,100721,Optilume Strictures,101833,Uro,652.0,Uro Equipment,655.0,100769.0,9-Optilume,Invoice,90588255,521559,2025-02-08,2025-02-08,2025,202502,2025-02-01,0.0,0,0.0,0.0,-62.96,62.96,USD,0.0,-62.96,Yes,1011.0,Commissionable sales (Uro),,,,,,West,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Cheyenne,WY,,,,,,,,,,,,,1717, ,82001,2024-04-16,,,96313,1019117,Cheyenne Regional Medical Center Attn: Accounts Payable,EA,521559000012.0,,,churned,2024-11-22,17,Healthcare - Hospital,4.6,2025-03-07,415,Red
316785,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,82001,82001.0,USA,236,USA,236,1019117,Cheyenne Regional Medical Center,Cheyenne Regional Medical CenterAttn: Receiving PO-043593,1019117,9000284857,10,OPTBDL7003B,100721,OPTBDL7003B,100721,Optilume Strictures,101833,Uro,652.0,Uro Equipment,655.0,100769.0,9-Optilume,Invoice,90588255,521559,2025-03-07,2025-03-07,2025,202503,2025-03-01,2.0,0,0.0,6200.0,6200.0,0.0,USD,6200.0,6200.0,No,1011.0,Commissionable sales (Uro),,,,,,West,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Cheyenne,WY,,,,,,,,,,,,,1717, ,82001,2024-04-16,,,OPTBDL7003B,1019117,Cheyenne Regional Medical Center Attn: Accounts Payable,EA,521559000010.0,,,churned,2024-11-22,17,Healthcare - Hospital,4.7,2025-03-07,415,Red
272308,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,82001,82001.0,USA,236,USA,236,1019117,Cheyenne Regional Medical Center,Cheyenne Regional Medical CenterAttn: Receiving PO-043593,1019117,9000284857,11,1110-08050B,100768,OPTBDL7003B,100721,Optilume Strictures,101833,Uro,652.0,Uro Equipment,655.0,100769.0,9-Optilume,Invoice,90588255,521559,2025-02-10,2025-02-10,2025,202502,2025-02-01,0.0,0,0.0,0.0,-338.82,338.82,USD,0.0,-338.82,Yes,1011.0,Commissionable sales (Uro),,,,,,West,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Cheyenne,WY,,,,,,,,,,,,,1717, ,82001,2024-04-16,,,1110-08050B,1019117,Cheyenne Regional Medical Center Attn: Accounts Payable,EA,521559000011.0,,,churned,2024-11-22,17,Healthcare - Hospital,5.8,2025-03-07,415,Red
1014975,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,2745,2745.0,USA,236,USA,236,1019229,New Bedford Rehabilitation Hospital,New Bedford Rehabilitation HospitalAttn: Accounts Payable,1019229,51360,999,SAP_FREIGHT,54882,SAP_FREIGHT,54882,Freight UR,101501,Uro,652.0,Uro Other,657.0,,,Invoice,90584308,507719,2024-12-05,2024-12-05,2024,202412,2024-12-01,1.0,0,0.0,14.58,14.58,0.0,USD,14.58,14.58,No,1013.0,Non-commissionable product sales,,,,X X,,X X,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,New Bedford,MA,,,,,,,,,,,,,1718, ,2745,2024-03-15,,,SAP_FREIGHT,1019229,New Bedford Rehabilitation Hospital Attn: Accounts Payable,,507719000000.0,,,at_risk,2024-12-05,17,Healthcare - Hospital,6.5,2026-03-07,50,Yellow
272864,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,2745,2745.0,USA,236,USA,236,1019229,New Bedford Rehabilitation Hospital,New Bedford Rehabilitation HospitalAttn: Accounts Payable,1019229,51360,10,07-1020,11789,07-1020,11789,Other Uro Tx Disposables,51581,Uro,652.0,Uro Disposables,656.0,,,Invoice,90584308,507719,2026-03-07,2026-03-07,2026,202603,2026-03-01,4.0,0,0.0,306.0,208.32,97.68,USD,306.0,208.32,No,1013.0,Non-commissionable product sales,,,,X X,,X X,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,New Bedford,MA,,,,,,,,,,,,,1718, ,2745,2024-03-15,,,07-1020,1019229,New Bedford Rehabilitation Hospital Attn: Accounts Payable,CS,507719000010.0,,,at_risk,2024-12-05,17,Healthcare - Hospital,4.3,2026-03-07,50,Yellow
317331,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,70001,70001.0,USA,236,USA,236,1019303,Crescent City Surgical Centre,Crescent City Surgical CentreAttn: Accounts Payable,1019303,51508,20,DIS201,3960,DIS201,3960,InjeTAK,130,Uro,652.0,Uro Disposables,656.0,100732.0,8-InjeTAK,Invoice,90582393,515710,2026-03-22,2026-03-22,2026,202603,2026-03-01,4.0,0,4.0,344.0,261.92,82.08,USD,344.0,261.92,No,1011.0,Commissionable sales (Uro),,,,Southwest TTM (2),,Southwest,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Metairie,LA,,,,,,,,,,,,,1712, ,70001,2024-04-03,,,DIS201,1019303,Crescent City Surgical Centre Attn: Accounts Payable,BOX,515710000020.0,,,growing,2025-12-03,5,Healthcare - Ambulatory Surgery Center,8.5,2026-04-07,19,Active
339386,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,70001,70001.0,USA,236,USA,236,1019303,Crescent City Surgical Centre,Crescent City Surgical CentreAttn: Accounts Payable,1019303,51508,10,DIS199,3958,DIS199,3958,InjeTAK,130,Uro,652.0,Uro Disposables,656.0,100732.0,8-InjeTAK,Invoice,90582393,515710,2026-04-07,2026-04-07,2026,202604,2026-04-01,8.0,0,8.0,556.0,467.04,88.96,USD,556.0,467.04,No,1011.0,Commissionable sales (Uro),,,,Southwest TTM (2),,Southwest,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Metairie,LA,,,,,,,,,,,,,1712, ,70001,2024-04-03,,,DIS199,1019303,Crescent City Surgical Centre Attn: Accounts Payable,BOX,515710000010.0,,,growing,2025-12-03,5,Healthcare - Ambulatory Surgery Center,8.2,2026-04-07,19,Active
1014292,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,70001,70001.0,USA,236,USA,236,1019303,Crescent City Surgical Centre,Crescent City Surgical CentreAttn: Accounts Payable,1019303,51508,999,SAP_FREIGHT,54882,SAP_FREIGHT,54882,Freight UR,101501,Uro,652.0,Uro Other,657.0,,,Invoice,90582393,515710,2026-03-18,2026-03-18,2026,202603,2026-03-01,1.0,0,0.0,27.42,27.42,0.0,USD,27.42,27.42,No,1013.0,Non-commissionable product sales,,,,Southwest TTM (2),,Southwest,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Metairie,LA,,,,,,,,,,,,,1712, ,70001,2024-04-03,,,SAP_FREIGHT,1019303,Crescent City Surgical Centre Attn: Accounts Payable,,515710000000.0,,,growing,2025-12-03,5,Healthcare - Ambulatory Surgery Center,7.0,2026-04-07,19,Active
272826,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,60431,60431.0,USA,236,USA,236,1019462,Advanced Urology Associates,Advanced Urology AssociatesAttn: ReceivingC/O Solaris Health Partners,1019462,51826,10,CAT895-RFID,102039,CAT895-RFID,102039,T-Doc Catheters,160,Uro,652.0,Uro Disposables,656.0,9906.0,6-UDS Consumables,Invoice,90584928,518270,2024-11-17,2024-11-17,2024,202411,2024-11-01,40.0,0,40.0,1428.0,1137.2,290.8,USD,1428.0,1137.2,No,1011.0,Commissionable sales (Uro),,,,Central TTM (4),,Central,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Joliet,IL,,,,,,,2,M,Maintain,Grow,48.0,101946260431.0,1712, ,60431,2024-04-09,,,CAT895-RFID,1019462,Advanced Urology Associates Attn: Receiving,BOX,518270000010.0,,,active,2024-06-10,23,Healthcare - Physician Practice,8.8,2025-06-04,326,Red
1015228,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,60431,60431.0,USA,236,USA,236,1019462,Advanced Urology Associates,Advanced Urology AssociatesAttn: ReceivingC/O Solaris Health Partners,1019462,51826,999,SAP_FREIGHT,54882,SAP_FREIGHT,54882,Freight UR,101501,Uro,652.0,Uro Other,657.0,,,Invoice,90584928,518270,2025-06-04,2025-06-04,2025,202506,2025-06-01,1.0,0,0.0,15.05,15.05,0.0,USD,15.05,15.05,No,1013.0,Non-commissionable product sales,,,,Central TTM (4),,Central,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Joliet,IL,,,,,,,2,M,Maintain,Grow,48.0,101946260431.0,1712, ,60431,2024-04-09,,,SAP_FREIGHT,1019462,Advanced Urology Associates Attn: Receiving,,518270000000.0,,,active,2024-06-10,23,Healthcare - Physician Practice,7.2,2025-06-04,326,Red
235787,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,60431,60431.0,USA,236,USA,236,1019462,Advanced Urology Associates,Advanced Urology AssociatesAttn: ReceivingC/O Solaris Health Partners,1019462,51826,20,CAT878-RFID,102038,CAT878-RFID,102038,T-Doc Catheters,160,Uro,652.0,Uro Disposables,656.0,9906.0,6-UDS Consumables,Invoice,90584928,518270,2024-06-10,2024-06-10,2024,202406,2024-06-01,30.0,0,30.0,1359.0,927.6,431.4,USD,1359.0,927.6,No,1011.0,Commissionable sales (Uro),,,,Central TTM (4),,Central,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Joliet,IL,,,,,,,2,M,Maintain,Grow,48.0,101946260431.0,1712, ,60431,2024-04-09,,,CAT878-RFID,1019462,Advanced Urology Associates Attn: Receiving,BOX,518270000020.0,,,active,2024-06-10,23,Healthcare - Physician Practice,8.4,2025-06-04,326,Red
238701,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,27403,27403.0,USA,236,USA,236,1019536,Alliance Urology Specialists,Alliance Urology SpecialistsAttn: Finance Mgr.Medical Plaza Bldg.,1019536,51974,10,UPC250-12,39667,UPC250-12,39667,Incontinence UPC Lead Sets,19292,Uro,652.0,Uro Disposables,656.0,9902.0,2-UPC,Invoice,90594600,527862,2024-07-19,2024-07-19,2024,202407,2024-07-01,10.0,0,10.0,5800.0,5332.0,468.0,USD,5800.0,5332.0,No,1011.0,Commissionable sales (Uro),,,,Mid-Atlantic TTM (3),,Mid-Atlantic,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Greensboro,NC,,,,,,,12,H,Maintain,Grow,24.0,101953627403.0,1717, ,27403,2024-04-30,,,UPC250-12,1019536,Alliance Urology Specialists Attn: Finance Mgr.Med.Plaza Bldg.,BOX,527862000010.0,,,active,2024-07-19,21,Healthcare - Physician Practice,10.0,2026-03-08,49,Yellow
1018847,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,27403,27403.0,USA,236,USA,236,1019536,Alliance Urology Specialists,Alliance Urology SpecialistsAttn: Finance Mgr.Medical Plaza Bldg.,1019536,51974,999,SAP_FREIGHT,54882,SAP_FREIGHT,54882,Freight UR,101501,Uro,652.0,Uro Other,657.0,,,Invoice,90594600,527862,2025-12-10,2025-12-10,2025,202512,2025-12-01,1.0,0,0.0,14.58,14.58,0.0,USD,14.58,14.58,No,1013.0,Non-commissionable product sales,,,,Mid-Atlantic TTM (3),,Mid-Atlantic,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Greensboro,NC,,,,,,,12,H,Maintain,Grow,24.0,101953627403.0,1717, ,27403,2024-04-30,,,SAP_FREIGHT,1019536,Alliance Urology Specialists Attn: Finance Mgr.Med.Plaza Bldg.,,527862000000.0,,,active,2024-07-19,21,Healthcare - Physician Practice,8.2,2026-03-08,49,Yellow
235989,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,92243,92243.0,USA,236,USA,236,1019654,Theodore Affue MD,Theodore Affue MDAttn: Receiving,1019654,9000283967,10,UPC250-12,39667,UPC250-12,39667,Incontinence UPC Lead Sets,19292,Uro,652.0,Uro Disposables,656.0,9902.0,2-UPC,Invoice,90585581,519504,2025-06-18,2025-06-18,2025,202506,2025-06-01,3.0,0,3.0,2667.0,2526.6,140.4,USD,2667.0,2526.6,No,1011.0,Commissionable sales (Uro),,,,West TTM (2),,West,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,El Centro,CA,,,,,,,2,M,Maintain,Grow,16.0,101965492243.0,1717, ,92243,2024-04-11,,,UPC250-12,1019654,Theodore Affue MD Attn: Office Manager,BOX,519504000010.0,,,active,2025-06-18,10,Healthcare - General,7.7,2026-02-10,75,Yellow
1015487,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,92243,92243.0,USA,236,USA,236,1019654,Theodore Affue MD,Theodore Affue MDAttn: Receiving,1019654,9000283967,999,SAP_FREIGHT,54882,SAP_FREIGHT,54882,Freight UR,101501,Uro,652.0,Uro Other,657.0,,,Invoice,90585581,519504,2026-02-10,2026-02-10,2026,202602,2026-02-01,1.0,0,0.0,35.0,35.0,0.0,USD,35.0,35.0,No,1013.0,Non-commissionable product sales,,,,West TTM (2),,West,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,El Centro,CA,,,,,,,2,M,Maintain,Grow,16.0,101965492243.0,1717, ,92243,2024-04-11,,,SAP_FREIGHT,1019654,Theodore Affue MD Attn: Office Manager,,519504000000.0,,,active,2025-06-18,10,Healthcare - General,6.7,2026-02-10,75,Yellow
1016257,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,46601,46601.0,USA,236,USA,236,1019772,Beacon Health System,Beacon Health SystemAttn: Accounts Payable,1019772,52446,999,SAP_FREIGHT,54882,SAP_FREIGHT,54882,Freight UR,101501,Uro,652.0,Uro Other,657.0,,,Invoice,90587543,520811,2025-02-12,2025-02-12,2025,202502,2025-02-01,1.0,0,0.0,25.0,25.0,0.0,USD,25.0,25.0,No,1013.0,Non-commissionable product sales,,,,Central TTM (6),,Central,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,South Bend,IN,,,,,,,0.75,L,Maintain,Opportunistic,0.0,101977246601.0,1712, ,46601,2024-04-15,,,SAP_FREIGHT,1019772,Beacon Health System Attn: Accounts Payable,,520811000000.0,,,churned,2024-12-04,17,Healthcare - General,6.1,2025-10-22,186,Red
236573,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,46601,46601.0,USA,236,USA,236,1019772,Beacon Health System,Beacon Health SystemAttn: Accounts Payable,1019772,52446,10,DIS201,3960,DIS201,3960,InjeTAK,130,Uro,652.0,Uro Disposables,656.0,100732.0,8-InjeTAK,Invoice,90587543,520811,2025-04-10,2025-04-10,2025,202504,2025-04-01,2.0,0,2.0,172.0,130.96,41.04,USD,172.0,130.96,No,1011.0,Commissionable sales (Uro),,,,Central TTM (6),,Central,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,South Bend,IN,,,,,,,0.75,L,Maintain,Opportunistic,0.0,101977246601.0,1712, ,46601,2024-04-15,,,DIS201,1019772,Beacon Health System Attn: Accounts Payable,BOX,520811000010.0,,,churned,2024-12-04,17,Healthcare - General,7.0,2025-10-22,186,Red
1090313,171017101020,S/4HANA,201,USA,315,USA,327,USA,531,68506,68506.0,USA,236,USA,236,1019805,Bryan Medical Center,Bryan Medical CenterAttn: Accounts Payable,1019805,52512,10,ROM-6025,55707,ROM-6025,55707,ROM,101495,CI,56016.0,CI Disposables,56017.0,,,Invoice,90594517,527583,2026-03-25,2026-03-25,2026,202603,2026-03-01,250.0,0,250.0,9122.5,7782.5,1340.0,USD,9122.5,7782.5,No,1013.0,Non-commissionable product sales,,,,X X,,X X,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Lincoln,NE,,,,,,,2,M,Opportunistic,Maintain,0.0,101980568506.0,1716, ,68506,2024-04-29,,,ROM-6025,1019805,Bryan Medical Center Attn: Accounts Payable,BOX,527583000010.0,,,growing,2025-11-02,6,Healthcare - Hospital,6.3,2026-03-26,31,Yellow
1188107,171017101020,S/4HANA,201,USA,315,USA,327,USA,531,68506,68506.0,USA,236,USA,236,1019805,Bryan Medical Center,Bryan Medical CenterAttn: Accounts Payable,1019805,52512,999,SAP_FREIGHT,54882,SAP_FREIGHT,54882,Freight UR,101501,Uro,652.0,Uro Other,657.0,,,Invoice,90594517,527583,2026-01-03,2026-01-03,2026,202601,2026-01-01,1.0,0,0.0,25.0,25.0,0.0,USD,25.0,25.0,No,1013.0,Non-commissionable product sales,,,,X X,,X X,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Lincoln,NE,,,,,,,2,M,Opportunistic,Maintain,0.0,101980568506.0,1716, ,68506,2024-04-29,,,SAP_FREIGHT,1019805,Bryan Medical Center Attn: Accounts Payable,,527583000000.0,,,growing,2025-11-02,6,Healthcare - Hospital,7.5,2026-03-26,31,Yellow
1017011,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,39216,39216.0,USA,236,USA,236,1020010,VA-Jackson,VA-JacksonAttn: Ashley/ Niketa/ OR,1020010,9000285371,999,SAP_FREIGHT,54882,SAP_FREIGHT,54882,Freight UR,101501,Uro,652.0,Uro Other,657.0,,,Invoice,90589574,522969,2025-01-04,2025-01-04,2025,202501,2025-01-01,1.0,0,0.0,14.6,14.6,0.0,USD,14.6,14.6,No,1013.0,Non-commissionable product sales,,,,Southwest TTM (2),,Southwest,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Jackson,MS,,,,,,,,,,,,,1712, ,39216,2024-04-18,,,SAP_FREIGHT,1020010,VA-Jackson Attn: Accounts Payable,,522969000000.0,,,at_risk,2025-01-04,16,Healthcare - General,5.2,2026-03-19,38,Yellow
294361,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,39216,39216.0,USA,236,USA,236,1020010,VA-Jackson,VA-JacksonAttn: Ashley/ Niketa/ OR,1020010,9000285371,10,DIS201,3960,DIS201,3960,InjeTAK,130,Uro,652.0,Uro Disposables,656.0,100732.0,8-InjeTAK,Invoice,90589574,522969,2025-09-20,2025-09-20,2025,202509,2025-09-01,2.0,0,2.0,172.0,130.96,41.04,USD,172.0,130.96,No,1011.0,Commissionable sales (Uro),,,,Southwest TTM (2),,Southwest,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Jackson,MS,,,,,,,,,,,,,1712, ,39216,2024-04-18,,,DIS201,1020010,VA-Jackson Attn: Accounts Payable,BOX,522969000010.0,,,at_risk,2025-01-04,16,Healthcare - General,5.1,2026-03-19,38,Yellow
235586,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,39216,39216.0,USA,236,USA,236,1020010,VA-Jackson,VA-JacksonAttn: PO 586-P43347 IMD/Ashley/Nikita/OR,1020010,9000283416,10,DIS201,3960,DIS201,3960,InjeTAK,130,Uro,652.0,Uro Disposables,656.0,100732.0,8-InjeTAK,Invoice,90584348,518208,2026-03-19,2026-03-19,2026,202603,2026-03-01,2.0,0,2.0,172.0,130.96,41.04,USD,172.0,130.96,No,1011.0,Commissionable sales (Uro),,,,Southwest TTM (2),,Southwest,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Jackson,MS,,,,,,,,,,,,,1712, ,39216,2024-04-09,,,DIS201,1020010,VA-Jackson Attn: Accounts Payable,BOX,518208000010.0,,,at_risk,2025-01-04,16,Healthcare - General,6.0,2026-03-19,38,Yellow
1014996,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,39216,39216.0,USA,236,USA,236,1020010,VA-Jackson,VA-JacksonAttn: PO 586-P43347 IMD/Ashley/Nikita/OR,1020010,9000283416,999,SAP_FREIGHT,54882,SAP_FREIGHT,54882,Freight UR,101501,Uro,652.0,Uro Other,657.0,,,Invoice,90584348,518208,2026-01-19,2026-01-19,2026,202601,2026-01-01,1.0,0,0.0,14.58,14.58,0.0,USD,14.58,14.58,No,1013.0,Non-commissionable product sales,,,,Southwest TTM (2),,Southwest,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Jackson,MS,,,,,,,,,,,,,1712, ,39216,2024-04-09,,,SAP_FREIGHT,1020010,VA-Jackson Attn: Accounts Payable,,518208000000.0,,,at_risk,2025-01-04,16,Healthcare - General,3.6,2026-03-19,38,Yellow
237603,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,10314,10314.0,USA,236,USA,236,1020298,Drs. Jay Basillote & Joseph Motta,Drs. Jay Basillote and Joseph MottaAttn: Lori Miller,1020298,9000286390,10,COM1004,50587,COM1004,50587,UDS Other Service & Repairs,51584,Uro,652.0,Uro Other,657.0,,,Invoice,90590936,525041,2025-02-26,2025-02-26,2025,202502,2025-02-01,0.0,0,0.0,0.0,0.0,0.0,USD,0.0,0.0,Yes,1013.0,Non-commissionable product sales,,,,X X,,X X,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Staten Island,NY,,,,,,,,,,,,,172S, ,10314,2024-04-23,,,COM1004,1020298,Drs. Jay Basillote & Joseph Motta Attn: Office Manager,EA,525041000010.0,,,active,2025-02-26,14,Healthcare - General,6.8,2025-02-26,424,Red
238125,171017101010,S/4HANA,201,USA,315,USA,327,USA,531,33143,33143.0,USA,236,USA,236,1020376,Emilio Gomez-Madrazo MD,Emilio Gomez-Madrazo MDAttn: Office Manager,1020376,53654,10,ELE7001,100784,ELE7001,100784,Electrodes,116,Uro,652.0,Uro Disposables,656.0,9906.0,6-UDS Consumables,Invoice,90592485,526097,2025-01-18,2025-01-18,2025,202501,2025-01-01,10.0,0,10.0,98.0,67.2,30.8,USD,98.0,67.2,No,1011.0,Commissionable sales (Uro),,,,Southeast TTM (1),,Southeast,,,0.0,X X,0.0,X X,2024-05-30 03:36:19.457,Miami,FL,,,,,,,<1,L,Opportunistic,Opportunistic,0.0,102037633143.0,1712, ,33143,2024-04-25,,,ELE7001,1020376,Emilio Gomez-Madrazo MD Attn: Office Manager,BOX,526097000010.0,,,churned,2025-01-05,16,Healthcare - General,5.5,2025-07-14,286,Red
