transactiondate,product,product_GBU,yearmth,customer_no,bill_to_customer_name,Extract_Number,customer_no_dupes,bill_to_custname_wo_dupes,st_customer_name,st_customer_no,invoice_no,invoice_type,revenue,cost,Quantity,sale_amount,Profit-Loss
1/3/2023,3rd party,CI,202301,1061010,CHU Montpellier Pharm Euromédicine - Plateforme Log Phar,,,,,20152968,90373942,Credit Memo,-747.89,-356.03,-50,37394.5,37750.53
1/3/2023,3rd party,CI,202301,1061010,CHU Montpellier Pharm Euromédicine - Plateforme Log Phar,,,,,20152968,90373943,Debit Memo,747.89,356.03,50,37394.5,37038.47
1/3/2023,CGT Non-Core,Non-Core,202301,1089747,Apsu Medical AB,,,,,20170910,90373944,Credit Memo,-3156.16,0,-1,3156.16,3156.16
4/3/2023,CGT Non-Core,Non-Core,202301,1089747,Apsu Medical AB,,,,,20170910,90373948,Credit Memo,-3156.16,0,-1,3156.16,3156.16
1/3/2023,Flowmaster,Uro,202301,1058746,"Asras Medical CO., LTD.",,,,,1058746,90373959,Invoice,0,0,0,0,0
1/3/2023,GI Service Contracts,GI,202301,1019810,Boston Medical Center Health System,,,,,20083715,90373935,Invoice,4767.3,0,1,4767.3,4767.3
1/3/2023,GI Service Contracts,GI,202301,1059744,BWC Management Services Ltd CQ3 Payables F715,,,,,20168508,90373937,Invoice,1041.37,0,1,1041.37,1041.37
1/3/2023,GI Service Contracts,GI,202301,1059775,Ashford & St Peters Hospital RTK Payables A185,,,,,20154912,90373956,Invoice,3587.23,0,1,3587.23,3587.23
1/3/2023,Optilume Strictures,Uro,202301,1089747,Apsu Medical AB,,,,,20170910,90373944,Credit Memo,0,0,-1,0,0
1/3/2023,Optilume Strictures,Uro,202301,1089747,Apsu Medical AB,,,,,20170910,90373945,Debit Memo,0,0,1,0,0
1/3/2023,Optilume Strictures,Uro,202301,1089747,Apsu Medical AB,,,,,20170910,90373946,Invoice Cancellation,-15000,0,-10,150000,150000
1/3/2023,UDS Other Service & Repairs,Uro,202301,1024264,U.S. Bank Equipment Finance Division of U.S. Bank Nat'l Assoc.,,,,,20171252,90373940,Invoice,0,0,1,0,0
1/3/2023,UDS Other Service & Repairs,Uro,202301,1061808,SHL Spire Healthcare Ltd Accounts Payable,,,,,1061808,90373941,Invoice,1308.44,0,1,1308.44,1308.44
1/3/2023,UDS Other Service & Repairs,Uro,202301,1058746,"Asras Medical CO., LTD.",,,,,1058746,90373958,Invoice,0,0,2,0,0
1/3/2023,UDS Other Service & Repairs,Uro,202301,1058746,"Asras Medical CO., LTD.",,,,,1058746,90373959,Invoice,0,0,3.5,0,0
1/3/2023,UDS Other Service & Repairs,Uro,202301,1058746,"Asras Medical CO., LTD.",,,,,1058746,90373959,Invoice,0,0,1,0,0
1/3/2023,UDS Other Service & Repairs,Uro,202301,1019709,Bronson Healthcare,,,,,20171072,90373963,Invoice,3615.68,0,0,0,0
1/3/2023,UDS Other Service & Repairs,Uro,202301,1019709,Bronson Healthcare,,,,,20171072,90373963,Invoice,1500.01,0,0,0,0
1/3/2023,UDS Other Service & Repairs,Uro,202301,1019709,Bronson Healthcare,,,,,20171072,90373963,Invoice,-3615.68,0,0,0,0
1/3/2023,UDS Other Service & Repairs,Uro,202301,1019709,Bronson Healthcare,,,,,20171072,90373963,Invoice,-1500.01,0,0,0,0
1/3/2023,UDS Other Service & Repairs,Uro,202301,1019709,Bronson Healthcare,,,,,20171072,90373963,Invoice,350,0,1,350,350
1/4/2023,babyLance,CI,202301,1061762,Aneurin Bevan Local Health Board 342049 Accounts Payable,,,,,20166842,90373967,Invoice,171.32,70.98,200,34264,34193.02
1/4/2023,babyLance,CI,202301,1061762,Aneurin Bevan Local Health Board 342049 Accounts Payable,,,,,20166842,90373967,Invoice,171.32,70.98,200,34264,34193.02
1/4/2023,CGT Non-Core,Non-Core,202301,1089747,Apsu Medical AB,,,,,20170910,90373947,Credit Memo Cancella,3156.16,0,1,3156.16,3156.16
1/4/2023,Clearview,CI,202301,1061863,NHS Supply Chain NHS Suppply Chain Accounts Payable,,,,,20170861,90373971,Invoice,1222.48,298.34,20,24449.6,24151.26
1/4/2023,Clearview,CI,202301,1061813,Nuffield Health The Account Department,,,,,20170855,90373976,Invoice,248.69,74.58,5,1243.45,1168.87
1/4/2023,Kiwi,CI,202301,1061854,Maidstone &Tunbridge Wells NHS Trust,,,,,20155238,90373968,Invoice,381.79,54.57,10,3817.9,3763.33
1/4/2023,Kiwi,CI,202301,1061863,NHS Supply Chain NHS Suppply Chain Accounts Payable,,,,,20170835,90373973,Invoice,9728.42,1637.32,300,2918526,2916888.68
1/4/2023,Optilume Strictures,Uro,202301,1089747,Apsu Medical AB,,,,,20170910,90373946,Invoice Cancellation,0,0,-1,0,0
1/4/2023,Optilume Strictures,Uro,202301,1089747,Apsu Medical AB,,,,,20170910,90373948,Credit Memo,0,0,-1,0,0
1/4/2023,Other GI Supply Disposables,GI,202301,1108704,HCA - Wesley Woodlawn Hospital Attn Accounts Payable 26330,,,,,20084372,90373966,Invoice,90,34.5,50,4500,4465.5
1/4/2023,ROM,CI,202301,1061863,NHS Supply Chain NHS Suppply Chain Accounts Payable,,,,,20170862,90373969,Invoice,637.55,230.67,50,31877.5,31646.83
1/4/2023,Traxi,CI,202301,1061863,NHS Supply Chain NHS Suppply Chain Accounts Payable,,,,,20151486,90373970,Invoice,134.61,37.57,5,673.05,635.48
1/4/2023,Traxi,CI,202301,1061863,NHS Supply Chain NHS Suppply Chain Accounts Payable,,,,,20151486,90373974,Invoice,134.61,37.57,5,673.05,635.48
1/4/2023,Traxi,CI,202301,1061863,NHS Supply Chain NHS Suppply Chain Accounts Payable,,,,,20151478,90373978,Invoice,269.21,75.13,10,2692.1,2616.97
1/4/2023,UDS Service Contracts,Uro,202301,1023121,VA Wilmington Health Care,,,,,20068551,90373965,Invoice,2420,0,1,2420,2420
1/5/2023,babyLance,CI,202301,1061762,Aneurin Bevan Local Health Board 342049 Accounts Payable,,,,,20154953,90373975,Invoice,171.32,70.98,200,34264,34193.02
1/5/2023,CGT Non-Core,Non-Core,202301,1061928,West Suffolk Hospital,,,,,1061928,90373957,Credit Memo,0,0,-1,0,0
1/5/2023,Clearview,CI,202301,1061863,NHS Supply Chain NHS Suppply Chain Accounts Payable,,,,,20155578,90373977,Invoice,305.62,74.59,5,1528.1,1453.51
1/5/2023,DSD,CI,202301,1061863,NHS Supply Chain NHS Suppply Chain Accounts Payable,,,,,20170833,90374360,Invoice,121.15,43.45,50,6057.5,6014.05
1/5/2023,Nexam,Uro,202301,1058746,"Asras Medical CO., LTD.",,,,,1058746,90373958,Invoice,0,0,0,0,0
1/5/2023,Optilume Strictures,Uro,202301,1089747,Apsu Medical AB,,,,,20170910,90373949,Debit Memo,0,0,1,0,0
1/5/2023,Optilume Strictures,Uro,202301,1089747,Apsu Medical AB,,,,,20170910,90373945,Debit Memo,15000,0,10,150000,150000
1/5/2023,Optilume Strictures,Uro,202301,1089747,Apsu Medical AB,,,,,20170910,90373947,Credit Memo Cancella,0,0,1,0,0
1/5/2023,Optilume Strictures,Uro,202301,1089747,Apsu Medical AB,,,,,20170910,90373944,Credit Memo,-15000,0,-10,150000,150000
1/5/2023,Optilume Strictures,Uro,202301,1089747,Apsu Medical AB,,,,,20170910,90373947,Credit Memo Cancella,15000,0,10,150000,150000
1/5/2023,Optilume Strictures,Uro,202301,1089747,Apsu Medical AB,,,,,20170910,90373948,Credit Memo,-15000,0,-10,150000,150000
1/5/2023,Optilume Strictures,Uro,202301,1089747,Apsu Medical AB,,,,,20170910,90373949,Debit Memo,15000,0,10,150000,150000
1/5/2023,Spot Ex,GI,202301,1021977,Randolph Health,,,,,20195506,90373961,Invoice,380,33.6,10,3800,3766.4
1/6/2023,DSD,CI,202301,1061863,NHS Supply Chain NHS Suppply Chain Accounts Payable,,,,,20151486,90373972,Invoice,121.15,43.45,50,6057.5,6014.05
1/7/2023,Kiwi,CI,202301,1061206,Hôpital Nord Franche-Comte,,,,,20151660,90373984,Debit Memo,3463.27,311.37,60,207796.2,207484.83
1/7/2023,T-Doc Catheters,Uro,202301,1061206,Hôpital Nord Franche-Comte,,,,,20151660,90373985,Credit Memo,-373.45,-52.87,-20,7469,7521.87
1/7/2023,T-Doc Catheters,Uro,202301,1061206,Hôpital Nord Franche-Comte,,,,,20151660,90373985,Credit Memo,-503.95,-86.31,-20,10079,10165.31
1/7/2023,T-Doc Catheters,Uro,202301,1061206,Hôpital Nord Franche-Comte,,,,,20151660,90373986,Debit Memo,373.45,52.87,20,7469,7416.13
1/7/2023,T-Doc Catheters,Uro,202301,1061206,Hôpital Nord Franche-Comte,,,,,20151660,90373986,Debit Memo,503.95,86.31,20,10079,9992.69
1/7/2023,Tubing,Uro,202301,1079255,Wiener Gesundheitsverbund,,,,,20155363,90373980,Debit Memo,1229.95,197.44,100,122995,122797.56
1/7/2023,UDS Other Service & Repairs,Uro,202301,1061206,Hôpital Nord Franche-Comte,,,,,20155873,90373981,Credit Memo,-176.94,-38.11,-1,176.94,215.05
1/7/2023,UDS Other Service & Repairs,Uro,202301,1061206,Hôpital Nord Franche-Comte,,,,,20155873,90373982,Debit Memo,176.94,38.11,1,176.94,138.83
1/8/2023,3rd party,CI,202301,1060785,SMS medipool GmbH,,,,,20154600,90373996,Invoice,356.04,139.31,3,1068.12,928.81
1/8/2023,3rd party,CI,202301,1059433,KKB Ilmtalklinik Pfaffenhofen GmbH,,,,,1059433,90374003,Invoice,334.46,87.87,4,1337.84,1249.97
1/8/2023,3rd party,CI,202301,1060253,Helios Beschaffungsmanagement GmbH,,,,,20155870,90374004,Invoice,102.5,46.44,1,102.5,56.06
1/8/2023,3rd party,CI,202301,1060253,Helios Beschaffungsmanagement GmbH,,,,,20155870,90374004,Invoice,148.35,57.18,25,3708.75,3651.57
1/8/2023,babyLance,CI,202301,1089833,Ev. Diakonissenanstalt SP-MA-DÜW K.d.ö.R Rechnungsprüfung (RP),,,,,20154842,90374000,Invoice,86.31,17.8,50,4315.5,4297.7
1/8/2023,Electrodes,Uro,202301,1069976,Schwarzwald-Baar Klinikum VS GmbH Verwaltung,,,,,20154015,90374001,Invoice,755.23,226.57,200,151046,150819.43
1/8/2023,Kiwi,CI,202301,1059349,Kliniken im Naturpark Altmühltal KU des LK Eichstätt A.d.ö.R.,,,,,20153109,90373994,Invoice,300.2,31.12,5,1501,1469.88
1/8/2023,Kiwi,CI,202301,1059391,Ortenau Klinikum Offenburg Zentralapotheke - Medikalprodukte,,,,,20153206,90373998,Invoice,540.37,51.9,10,5403.7,5351.8
1/8/2023,Kiwi,CI,202301,1059433,KKB Ilmtalklinik Pfaffenhofen GmbH,,,,,20153226,90374002,Invoice,248.2,43.16,5,1241,1197.84
1/8/2023,Kiwi,CI,202301,1060268,Universitätsklinikum Ruppin-Brandenburg Ruppiner Kliniken GmbH,,,,,1060268,90374009,Invoice,270.18,31.13,5,1350.9,1319.77
1/8/2023,Kiwi,CI,202301,1069860,Klinikum Südstadt Rostock Material- und Versorgungswissenscha,,,,,20155867,90374010,Invoice,1200.82,103.79,20,24016.4,23912.61
1/8/2023,ROM,CI,202301,1089734,Johannesstift Diakonie Services GmbH Zentrale Dienste Finanzen/0041,,,,,20152084,90374007,Invoice,525.96,119.21,25,13149,13029.79
1/8/2023,T-Doc Catheters,Uro,202301,1069689,Hôpital Nord Franche-Comte Pole Logistique-Service Pharmacie,,,,,20151660,90373988,Debit Memo,186.73,26.44,10,1867.3,1840.86
1/8/2023,T-Doc Catheters,Uro,202301,1061206,Hôpital Nord Franche-Comte,,,,,20151660,90373990,Credit Memo,-251.98,-43.16,-10,2519.8,2562.96
1/8/2023,T-Doc Catheters,Uro,202301,1061206,Hôpital Nord Franche-Comte,,,,,20151660,90373991,Debit Memo,251.98,43.16,10,2519.8,2476.64
1/8/2023,UDS Other Service & Repairs,Uro,202301,1061206,Hôpital Nord Franche-Comte,,,,,20155873,90373992,Credit Memo,-176.94,-38.11,-1,176.94,215.05
1/8/2023,UDS Other Service & Repairs,Uro,202301,1061206,Hôpital Nord Franche-Comte,,,,,20155873,90373993,Debit Memo,176.94,38.11,1,176.94,138.83
1/8/2023,UDS Other Service & Repairs,Uro,202301,1060365,DIAKOVERE gGmbH Einkauf,,,,,1060365,90374012,Invoice,0,0,0,0,0
1/8/2023,UDS Other Service & Repairs,Uro,202301,1060365,DIAKOVERE gGmbH Einkauf,,,,,1060365,90374012,Invoice,0,0,0,0,0
1/9/2023,3rd party,CI,202301,1060599,Klinikum Mutterhaus der Borromäerinnen gGmbH,,,,,20170931,90374020,Invoice,427.24,185.74,4,1708.96,1523.22
1/9/2023,3rd party,CI,202301,1069506,ViDia Christliche Kliniken Karlsruh Einkauf & Versorgung,,,,,20170662,90374031,Invoice,1233.18,517.87,20,24663.6,24145.73
1/9/2023,babyLance,CI,202301,1069829,Klinikum Passau Rechnungseingang,,,,,20155964,90374036,Invoice,178.02,53.41,150,26703,26649.59
1/9/2023,Electrodes,Uro,202301,1060552,ProServ Rhein - Erft GmbH Einkauf,,,,,1060552,90374018,Invoice,377.62,113.29,100,37762,37648.71
1/9/2023,Incontinence UPC Lead Sets,Uro,202301,1069492,Universitätsklinikum Essen AöR Rechnungsbüro,,,,,20156227,90374016,Invoice,1599.25,191.26,1,1599.25,1407.99
1/9/2023,Kiwi,CI,202301,1060390,Katholische Hospitalvereinigung Ostwestfalen gem. GmbH,,,,,1060390,90374014,Invoice,265.89,25.94,5,1329.45,1303.51
1/9/2023,Kiwi,CI,202301,1060411,St. Josefs Krankenhaus Balserische Stiftung gGmbH,,,,,1060411,90374015,Invoice,1715.45,155.68,30,51463.5,51307.82
1/9/2023,Kiwi,CI,202301,1108557,Asklepios Großhandelsgesellschaft mbH AGK 8280,,,,,20155744,90374023,Invoice,486.04,51.89,10,4860.4,4808.51
1/9/2023,Kiwi,CI,202301,1069898,Marienhaus Dienstleistungen GmbH BUK0952,,,,,20156129,90374027,Invoice,1080.73,124.5,20,21614.6,21490.1
1/9/2023,Kiwi,CI,202301,1060736,SLK-Kliniken Heilbronn GmbH,,,,,20152322,90374030,Invoice,540.37,86.31,10,5403.7,5317.39
1/9/2023,ROM,CI,202301,1069898,Marienhaus Dienstleistungen GmbH BUK0952,,,,,20152227,90374026,Invoice,525.96,119.21,25,13149,13029.79
1/9/2023,UDS Other Service & Repairs,Uro,202301,1060365,DIAKOVERE gGmbH Einkauf,,,,,1060365,90374012,Invoice,0,0,0,0,0
1/9/2023,UDS Other Service & Repairs,Uro,202301,1060365,DIAKOVERE gGmbH Einkauf,,,,,1060365,90374012,Invoice,0,0,0,0,0
1/9/2023,Water Catheters,Uro,202301,1060380,Apotheke Im Medico Dr. Klaus Michels e.K.,,,,,1060380,90374013,Invoice,172.62,46.28,10,1726.2,1679.92
1/9/2023,Water Catheters,Uro,202301,1070349,Kreiskrankenhaus Mechernich GmbH Zentraleinkauf,,,,,20153991,90374019,Invoice,345.25,92.57,20,6905,6812.43
1/9/2023,Water Catheters,Uro,202301,1069742,Sana Einkauf & Logistik GmbH Krankenhausvollversorgung,,,,,20164286,90374033,Invoice,534.06,161.84,50,26703,26541.16
1/9/2023,Water Catheters,Uro,202301,1069742,Sana Einkauf & Logistik GmbH Krankenhausvollversorgung,,,,,20164286,90374033,Invoice,155.36,46.28,10,1553.6,1507.32
1/10/2023,3rd party,CI,202301,1088967,Vinzenz von Paul Kliniken gGmbH Marienhospital Stuttgart,,,,,1088967,90374041,Invoice,126.23,37.76,20,2524.6,2486.84
1/10/2023,Anorectal Manometry Catheters,GI,202301,1060897,Zentralklinik Bad Berka GmbH Materialwirtschaft,,,,,1060897,90374038,Invoice,1467.3,468.02,20,29346,28877.98
1/10/2023,Kiwi,CI,202301,1089086,Klinikum Konstanz GmbH Zentralapotheke im GLKN,,,,,1089086,90374044,Invoice,265.89,25.94,5,1329.45,1303.51
1/10/2023,Kiwi,CI,202301,1089098,Katholisches Klinikum Bochum gGmbH,,,,,20170054,90374045,Invoice,531.79,51.9,10,5317.9,5266
1/10/2023,Kiwi,CI,202301,1089260,Krankenhaus Saarlouis vom DRK Einkauf,,,,,20170090,90374046,Invoice,480.33,51.9,10,4803.3,4751.4
1/10/2023,Other GI Disposables,GI,202301,1060873,Gemeinnützige Krankenhausgesellschaft des Landkreises Bamberg mbH,,,,,20152934,90374037,Invoice,34.52,9.77,1,34.52,24.75
1/10/2023,Other GI Disposables,GI,202301,1060873,Gemeinnützige Krankenhausgesellschaft des Landkreises Bamberg mbH,,,,,20152934,90374037,Invoice,34.52,9.77,1,34.52,24.75
1/10/2023,Other Uro Dx Equipment,Uro,202301,1108696,Urologicum Osnabrück,,,,,1108696,90374049,Invoice,931.74,277.54,2,1863.48,1585.94
1/10/2023,UDS Other Service & Repairs,Uro,202301,1083502,Helios Klinik Blankenhain,,,,,1083502,90374039,Invoice,5129.33,0,0,0,0
1/10/2023,UDS Other Service & Repairs,Uro,202301,1083502,Helios Klinik Blankenhain,,,,,1083502,90374039,Invoice,3529.95,0,0,0,0
1/11/2023,Anorectal Manometry Catheters,GI,202301,1059259,City Hospitals Independent Commercial Entreprises Ltd,,,,,20154470,90374050,Invoice,4597.5,1566.21,50,229875,228308.79
1/11/2023,Esophageal Manometry catheters,GI,202301,1070385,"University Hospitals Sussex NHS FT Creditors Payments Level A4, Bright",,,,,20166641,90374056,Invoice,4234,2806.85,40,169360,166553.15
1/11/2023,Incontinence MPQ,Uro,202301,1061748,"Buckinghamshire Hospitals NHS Trust Accounts Payable, Amersham Hospital",,,,,20155564,90374060,Invoice,164.02,40.16,2,328.04,287.88
1/11/2023,Incontinence UPC Lead Sets,Uro,202301,1069806,Swansea Bay University Health Board NWSSP Accounts Payable,,,,,20155154,90374051,Invoice,2927.82,158.98,4,11711.28,11552.3
1/11/2023,Ph/Impedance Catheters,GI,202301,1059259,City Hospitals Independent Commercial Entreprises Ltd,,,,,20154470,90374050,Invoice,1265.31,161.17,10,12653.1,12491.93
1/11/2023,Ph/Impedance Catheters,GI,202301,1069727,Royal Brompton Harefield Clinical Group,,,,,20155644,90374054,Invoice,1255.52,137.14,10,12555.2,12418.06
1/11/2023,Ph/Impedance Catheters,GI,202301,1059678,Royal Brompton Harefield Clinical Group,,,,,20155644,90374055,Invoice,1255.52,137.14,10,12555.2,12418.06
1/11/2023,Ph/Impedance Catheters,GI,202301,1061743,NHS Greater Glasgow & Clyde Finance Department,,,,,20163578,90374059,Invoice,1362.22,137.14,10,13622.2,13485.06
1/11/2023,Tubing,Uro,202301,1059559,KCH Interventional Facilities Management,,,,,20154852,90374052,Invoice,239.91,99.04,50,11995.5,11896.46
1/11/2023,UDS Other Service & Repairs,Uro,202301,1108696,Urologicum Osnabrück,,,,,1108696,90374049,Invoice,407.18,76.22,2,814.36,738.14
1/11/2023,UDS Other Service & Repairs,Uro,202301,1108696,Urologicum Osnabrück,,,,,1108696,90374049,Invoice,0,7.49,2,0,-7.49
1/11/2023,Water Catheters,Uro,202301,1059559,KCH Interventional Facilities Management,,,,,20154852,90374052,Invoice,81.4,45.24,10,814,768.76
1/12/2023,Anorectal Manometry Catheters,GI,202301,1061801,Plymouth Hospitals NHS Trust RK9 PAYABLES 6355,,,,,20155768,90374073,Invoice,2867.13,939.73,30,86013.9,85074.17
1/12/2023,Anorectal Manometry Catheters,GI,202301,1061898,South Tees NHS FT,,,,,20156312,90374081,Invoice,1126.93,626.49,20,22538.6,21912.11
1/12/2023,Endoscopy Sheaths,Uro,202301,1061775,"Mid and South Essex NHS FT Finance Department, Britannia House",,,,,20155094,90374065,Invoice,970.79,215.83,20,19415.8,19199.97
1/12/2023,Endoscopy Sheaths,Uro,202301,1061924,York and Scarborough Teaching Hospitals NHS Foundation Trust,,,,,20154815,90374082,Invoice,1941.57,427.76,40,77662.8,77235.04
1/12/2023,Incontinence UPC Lead Sets,Uro,202301,1061751,Alder Hey Children's NHS FT Finance Department,,,,,20155998,90374061,Invoice,1330.82,79.49,2,2661.64,2582.15
1/12/2023,Incontinence UPC Lead Sets,Uro,202301,1061790,Great Western Hospital NHS FT RN3 Payables 7435,,,,,20155337,90374068,Invoice,7984.94,476.94,12,95819.28,95342.34
1/12/2023,Other GI Equipment,GI,202301,1061794,Lewisham & Greenwich NHS trust RJ2 Payables 4715,,,,,20153356,90374070,Invoice,4030.87,2245.61,6,24185.22,21939.61
1/12/2023,Ph/Impedance Catheters,GI,202301,1061751,Alder Hey Children's NHS FT Finance Department,,,,,20155998,90374062,Invoice,1497.81,205.71,15,22467.15,22261.44
1/12/2023,Ph/Impedance Catheters,GI,202301,1061813,Nuffield Health The Account Department,,,,,20168649,90374074,Invoice,630.45,80.58,5,3152.25,3071.67
1/12/2023,Tubing,Uro,202301,1061795,"Barking - Havering & Redbridge RF4 Payables 6615,",,,,,20151404,90374071,Invoice,239.91,99.04,50,11995.5,11896.46
1/12/2023,Water Catheters,Uro,202301,1061786,Great Ormond Street Hospital NHS Trust Finance Department,,,,,20151684,90374066,Invoice,338.44,143.85,30,10153.2,10009.35
1/12/2023,Water Catheters,Uro,202301,1061863,NHS Supply Chain NHS Suppply Chain Accounts Payable,,,,,20151546,90374080,Invoice,57.27,45.13,10,572.7,527.57
1/13/2023,Clearview,CI,202301,1061082,CH Valenciennes,,,,,20154230,90374099,Invoice,0,0,1,0,0
1/13/2023,Electrodes,Uro,202301,1079743,Sogenor Normandy,,,,,20170405,90374113,Invoice,198.41,113.28,100,19841,19727.72
1/13/2023,Endoscopy Sheaths,Uro,202301,1061025,CH de Vienne,,,,,20155195,90374093,Invoice,776.81,215.13,20,15536.2,15321.07
1/13/2023,Endoscopy Sheaths,Uro,202301,1079925,Polyclinique la Pergola DA PER,,,,,20153921,90374103,Invoice,712.07,215.13,20,14241.4,14026.27
1/13/2023,Endoscopy Sheaths,Uro,202301,1061344,GCS Clinique Chig Libournais,,,,,20151514,90374104,Invoice,1068.11,322.7,30,32043.3,31720.6
1/13/2023,Endoscopy Sheaths,Uro,202301,1089974,Clinique Rhône Durance DA RHO,,,,,20152542,90374110,Invoice,2848.3,860.53,80,227864,227003.47
1/13/2023,Endoscopy Sheaths,Uro,202301,1061566,Clinique Gaston Metivet,,,,,20155218,90374111,Invoice,1780.18,473.09,50,89009,88535.91
1/13/2023,Kiwi,CI,202301,1060992,CH Chartres,,,,,1060992,90374091,Invoice,1529.34,155.68,30,45880.2,45724.52
1/13/2023,Kiwi,CI,202301,1061372,Clinique Belledonne,,,,,20155951,90374107,Invoice,2562.39,259.48,50,128119.5,127860.02
1/13/2023,Koala,CI,202301,1061230,CHI Créteil,,,,,20151748,90374101,Invoice,508.81,42.94,10,5088.1,5045.16
1/13/2023,Other GI Disposables,GI,202301,1082741,CHU Dijon - Cellule Gestion Pharmacie PHA,,,,,20155911,90374090,Invoice,41.32,13.69,1,41.32,27.63
1/13/2023,Other GI Disposables,GI,202301,1082741,CHU Dijon - Cellule Gestion Pharmacie PHA,,,,,20155911,90374090,Invoice,41.32,13.69,1,41.32,27.63
1/13/2023,Traxi,CI,202301,1061038,CHU Nantes,,,,,20151129,90374094,Invoice,458.53,42.18,5,2292.65,2250.47
1/13/2023,Traxi,CI,202301,1061069,CH Bretagne Atlantique,,,,,20154126,90374096,Invoice,733.65,42.18,5,3668.25,3626.07
1/13/2023,UDS Other Service & Repairs,Uro,202301,1061081,GH Seclin Carvin,,,,,20155615,90374098,Invoice,0,75.25,1,0,-75.25
1/13/2023,UDS Other Service & Repairs,Uro,202301,1079928,Clinique Saint Augustin DA AUG,,,,,1061345,90374105,Invoice,0,0,0,0,0
1/13/2023,UDS Other Service & Repairs,Uro,202301,1079928,Clinique Saint Augustin DA AUG,,,,,1061345,90374105,Invoice,0,0,0,0,0
1/14/2023,Endoscopy Sheaths,Uro,202301,9980001376,Aurore Salaun,,,,,9980001376,90374118,Invoice,0,107.57,10,0,-107.57
1/14/2023,Kiwi,CI,202301,1083912,Polyclinique de Blois,,,,,1083912,90374114,Invoice,1922.6,155.69,30,57678,57522.31
1/14/2023,Kiwi,CI,202301,1058737,A.M.I. Magyarország Kft.,,,,,20151703,90374126,Invoice,1069.78,181.63,35,37442.3,37260.67
1/14/2023,Other Uro Dx Disposables,Uro,202301,1108664,Uropôle - Dr. Nazih Amadane,,,,,1108664,90374117,Invoice,0,10.03,3,0,-10.03
1/14/2023,Other Uro Dx Equipment,Uro,202301,1060122,Dr. med. Frank Grutter Reception,,,,,1060122,90374119,Invoice,1740.01,657.55,1,1740.01,1082.46
1/14/2023,Ph/Impedance Catheters,GI,202301,1059820,GH de Charleroi,,,,,20151841,90374123,Invoice,608.5,68.35,5,3042.5,2974.15
1/14/2023,Ph/Impedance Catheters,GI,202301,1059820,GH de Charleroi,,,,,20151841,90374123,Invoice,608.5,68.35,5,3042.5,2974.15
1/14/2023,Ph/Impedance Catheters,GI,202301,1058737,A.M.I. Magyarország Kft.,,,,,20166924,90374127,Invoice,1025.49,205.04,15,15382.35,15177.31
1/14/2023,Ph/Impedance Catheters,GI,202301,1058742,Advamed s.r.o.,,,,,20153384,90374128,Invoice,3507.94,3366.17,30,105238.2,101872.03
1/14/2023,Ph/Impedance Catheters,GI,202301,1058742,Advamed s.r.o.,,,,,20153384,90374128,Invoice,1023.44,136.69,10,10234.4,10097.71
1/14/2023,Ph/Impedance Catheters,GI,202301,1058951,Medicina y Mercado S.L,,,,,1058951,90374132,Invoice,855.6,136.7,10,8556,8419.3
1/14/2023,Ph/Impedance Catheters,GI,202301,1070382,MEQnordic A/S Accouning Dept.,,,,,20151617,90374134,Invoice,1483.99,341.74,25,37099.75,36758.01
1/14/2023,Solar Blue,Uro,202301,1108664,Uropôle - Dr. Nazih Amadane,,,,,1108664,90374117,Invoice,0,1823.17,1,0,-1823.17
1/14/2023,Tubing,Uro,202301,1108585,Les Trois Soleils,,,,,1108585,90374116,Invoice,408.42,98.72,50,20421,20322.28
1/14/2023,UDS Other Service & Repairs,Uro,202301,1060122,Dr. med. Frank Grutter Reception,,,,,1060122,90374119,Invoice,88.38,19.16,1,88.38,69.22
1/15/2023,BoogieBaby,CI,202301,1019717,Banner Health,,,,,20080725,90374156,Invoice,298,102,200,59600,59498
1/15/2023,Endoscopy Parts & Accessories,Uro,202301,1059691,Moss S.p.A.,,,,,1059691,90374140,Invoice,478.17,102,1,478.17,376.17
1/15/2023,Endoscopy Scopes,Uro,202301,1059691,Moss S.p.A.,,,,,1059691,90374140,Invoice,14122.25,7739.21,2,28244.5,20505.29
1/15/2023,Incontinence MPQ,Uro,202301,1059728,Brain Medical Oscar A. Revello,,,,,1059728,90374141,Invoice,1394.6,559.93,38,52994.8,52434.87
1/15/2023,Incontinence MPQ,Uro,202301,1059728,Brain Medical Oscar A. Revello,,,,,1059728,90374141,Invoice,334.92,231.66,1,334.92,103.26
1/15/2023,Incontinence MPQ,Uro,202301,1059728,Brain Medical Oscar A. Revello,,,,,1059728,90374141,Invoice,1061.46,270.73,6,6368.76,6098.03
1/15/2023,Incontinence UPC Lead Sets,Uro,202301,1059728,Brain Medical Oscar A. Revello,,,,,1059728,90374141,Invoice,2160.84,234.91,6,12965.04,12730.13
1/15/2023,Kiwi,CI,202301,1059504,Landeskrankenanstalten Betriebsgesellschaft - KABEG,,,,,1059504,90374143,Invoice,855.58,77.84,15,12833.7,12755.86
1/15/2023,Kiwi,CI,202301,1081239,St. Josef-Krankenhaus GmbH Medikamentendepot,,,,,1081239,90374146,Invoice,4796.79,518.95,100,479679,479160.05
1/15/2023,Koala,CI,202301,1059023,Palex Medical SA,,,,,20154212,90374137,Invoice,1561.38,257.64,60,93682.8,93425.16
1/15/2023,Ohmega,GI,202301,1059162,King,,,,,20156341,90374139,Invoice,0,0,0,0,0
